department,telecommuting,has_company_logo,has_questions,employment_type,industry,function,fraudulent,Country,len_profile,len_description,requirement_is_existed
etc,0,0,1,Other,,,0,US,0,3367,False
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,1,0,Contract,Education Management,,0,etc,53,332,True
etc,0,1,1,Full-time,Design,,0,GB,463,886,True
etc,0,1,1,Full-time,Consumer Electronics,,0,US,532,1712,True
etc,0,0,0,Full-time,Computer Software,,0,US,228,2049,False
Marketing,0,1,1,Full-time,,Marketing,0,SG,549,1396,True
etc,0,0,0,Full-time,Mechanical or Industrial Engineering,Engineering,0,US,0,894,True
etc,0,0,0,Full-time,Management Consulting,,0,US,228,1095,False
etc,0,1,0,,,,0,GB,310,225,False
Operations,0,1,1,Full-time,Retail,Management,0,US,445,839,True
etc,0,1,1,Full-time,Financial Services,Finance,0,US,785,2664,False
etc,0,1,0,Full-time,,Financial Analyst,0,US,2301,2028,True
Marketing,0,1,1,Full-time,Internet,Marketing,0,US,842,4120,True
Operations,0,1,1,,,Other,0,US,1576,232,False
etc,0,0,0,Full-time,Mechanical or Industrial Engineering,,0,US,228,702,False
etc,0,1,0,,,,0,US,0,1455,False
etc,0,1,0,Full-time,Information Technology and Services,,0,US,913,521,False
Service,0,1,0,Full-time,Automotive,Accounting/Auditing,0,US,603,538,True
Technology,0,1,1,Full-time,Marketing and Advertising,Engineering,0,GB,2419,1074,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,AE,2790,516,True
etc,0,1,1,Full-time,Food & Beverages,Customer Service,0,GB,1395,920,True
etc,0,1,0,,,,0,GR,351,993,False
etc,0,1,0,Part-time,Human Resources,Research,0,US,774,919,False
etc,0,1,1,Full-time,Retail,Customer Service,0,CA,1708,2065,True
etc,0,1,1,Full-time,Hospital & Health Care,Customer Service,0,GB,361,2006,False
etc,0,1,0,Full-time,Information Technology and Services,General Business,0,etc,620,307,True
etc,0,1,0,Contract,Mental Health Care,Health Care Provider,0,US,588,1763,True
Product,0,1,0,Full-time,Computer Software,Information Technology,0,US,658,1974,True
Design,0,1,1,Full-time,Design,Design,0,US,362,1294,False
Service,0,1,0,Full-time,Marketing and Advertising,Marketing,0,GB,2419,1358,True
Technology,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,614,1641,True
etc,0,1,1,Part-time,Telecommunications,Customer Service,0,US,717,1191,True
etc,0,0,0,Contract,,,0,US,0,70,False
etc,0,1,1,Other,,,0,CA,2480,811,True
Marketing,0,0,1,Full-time,Gambling & Casinos,Management,0,GR,0,1108,True
Engineering,0,1,1,Full-time,Computer Software,Quality Assurance,0,US,351,2456,True
etc,0,1,0,,,,0,US,0,2166,False
Sales,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,1056,2689,True
etc,0,1,0,Temporary,Information Technology and Services,Customer Service,0,etc,1073,827,True
etc,0,1,0,Part-time,Facilities Services,Administrative,0,US,693,856,True
etc,0,1,0,Full-time,Law Practice,Management,0,US,271,498,True
Technology,0,1,0,Full-time,Marketing and Advertising,Engineering,0,GB,2419,1136,True
etc,0,1,1,Full-time,Marketing and Advertising,,0,US,1628,1639,True
etc,0,1,0,Full-time,Internet,Art/Creative,0,GB,673,756,True
Marketing,0,1,0,Full-time,Marketing and Advertising,Marketing,0,US,868,823,True
etc,0,1,1,Full-time,Retail,Management,0,US,799,1965,True
etc,0,1,0,,,,0,GB,508,1192,False
Development,0,1,1,Full-time,Internet,Information Technology,0,DE,881,242,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,etc,702,675,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,874,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,888,396,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,US,606,1277,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,1682,False
etc,0,1,1,Contract,Design,Art/Creative,0,US,1271,1061,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,229,1277,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
Operations,0,1,0,Full-time,Sports,Management,0,US,410,1773,True
Product,0,1,1,Full-time,Computer Software,Engineering,0,NZ,1708,2522,True
etc,0,1,0,,Publishing,Sales,0,US,869,216,False
etc,0,1,1,Full-time,Financial Services,Finance,0,US,651,430,True
etc,0,1,1,Full-time,Venture Capital & Private Equity,Human Resources,0,etc,387,808,True
etc,0,1,0,Full-time,Computer Software,Sales,0,US,1239,2817,True
etc,0,1,0,Full-time,,,0,DE,134,998,False
etc,0,1,1,Full-time,Retail,Human Resources,0,etc,233,198,True
etc,0,1,0,,,,0,US,619,2332,False
etc,0,1,0,Full-time,Retail,Other,0,GB,439,1599,True
etc,0,1,0,Full-time,Internet,Management,0,DE,302,569,True
etc,0,1,0,Full-time,Telecommunications,Sales,0,etc,2676,1283,True
Design,0,1,1,Full-time,Internet,Design,0,CA,538,974,True
Service,0,1,0,Full-time,Apparel & Fashion,,0,US,1319,1503,True
etc,0,1,0,Full-time,Online Media,,0,GB,608,3109,True
etc,0,1,1,Temporary,Cosmetics,Sales,0,GB,829,1020,True
Engineering,0,1,0,Full-time,Banking,Engineering,0,GB,0,1465,True
etc,0,0,0,Full-time,Hospital & Health Care,Information Technology,0,US,0,750,True
Marketing,1,1,1,Contract,Writing and Editing,Marketing,0,US,842,2530,True
Development,0,1,1,Full-time,E-Learning,Information Technology,0,GR,708,933,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,GB,1251,795,True
etc,0,1,1,Full-time,Wholesale,Customer Service,0,US,587,1955,True
Marketing,0,1,1,Full-time,Computer & Network Security,Marketing,0,US,320,287,False
etc,0,0,0,Full-time,,,0,US,228,1216,False
etc,0,1,0,Full-time,Design,Design,0,GB,1817,1881,True
Sales,0,0,0,Full-time,Education Management,Sales,0,etc,0,205,True
etc,0,1,1,,,,0,GB,508,2535,False
etc,0,0,0,Full-time,,Engineering,0,US,228,852,False
etc,0,0,0,Full-time,Computer Software,Information Technology,0,US,0,1806,True
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,0,GR,351,830,True
etc,0,1,0,,,,0,US,866,690,False
etc,0,0,0,,,,0,US,0,9110,False
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,815,True
etc,0,1,1,Full-time,Architecture & Planning,Other,0,etc,534,1157,True
etc,0,1,1,Full-time,Automotive,Engineering,0,etc,2662,882,True
Marketing,0,1,1,Full-time,,Marketing,0,DE,651,469,False
etc,0,1,0,Full-time,Apparel & Fashion,,0,GB,580,2402,True
Development,0,1,1,Full-time,Telecommunications,Engineering,0,GR,742,826,True
etc,0,1,1,Full-time,Hospital & Health Care,Health Care Provider,0,GB,729,897,True
etc,0,0,0,Full-time,Management Consulting,Training,0,US,0,1391,True
Operations,0,1,0,Part-time,,,0,etc,251,1384,False
etc,0,1,0,Full-time,,Accounting/Auditing,0,US,0,916,True
Engineering,0,1,0,Full-time,Information Services,Engineering,0,US,536,749,False
etc,0,0,0,Full-time,Accounting,,0,US,228,1169,False
etc,0,0,0,Full-time,Management Consulting,,0,US,228,167,False
etc,0,1,1,Full-time,Nonprofit Organization Management,Training,0,US,591,2370,True
etc,0,1,1,Full-time,Banking,Customer Service,0,US,651,607,True
etc,0,1,1,Contract,Education Management,,0,US,53,381,True
etc,0,0,0,Contract,"Leisure, Travel & Tourism",Sales,0,GR,0,218,True
Service,0,1,0,Full-time,Automotive,Marketing,0,GB,1103,4194,True
etc,0,1,1,,,Business Analyst,0,etc,553,1564,False
etc,0,0,0,Full-time,Computer Software,,0,US,228,1384,False
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,etc,1309,745,True
etc,0,1,1,Full-time,Marketing and Advertising,Marketing,0,US,159,2080,True
etc,0,1,1,Full-time,Internet,Engineering,0,etc,364,933,True
etc,0,1,0,Full-time,Computer Software,Information Technology,0,etc,726,842,True
etc,0,1,0,Temporary,Cosmetics,,0,GB,829,807,False
etc,0,0,0,Full-time,,,0,US,228,803,False
etc,0,1,1,Full-time,Computer Software,Engineering,0,US,267,1858,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,0,1359,True
Development,0,1,1,Full-time,Design,Art/Creative,0,etc,312,1137,True
Sales,0,0,1,Part-time,Facilities Services,Sales,0,NZ,1629,1063,True
etc,0,1,0,Full-time,Marketing and Advertising,Marketing,0,GB,586,1753,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,1127,True
etc,0,0,0,Full-time,Retail,Engineering,0,US,0,669,True
etc,0,1,0,Full-time,,Engineering,0,US,471,473,True
etc,0,1,0,Full-time,,,0,US,723,2688,True
Marketing,0,1,0,Other,Marketing and Advertising,Marketing,0,GB,1251,1012,True
etc,0,1,0,,Hospitality,,0,AE,781,1176,False
Operations,0,1,0,Full-time,"Leisure, Travel & Tourism",Administrative,0,US,492,573,True
etc,0,1,0,Full-time,Hospital & Health Care,Administrative,0,US,1679,630,True
etc,0,0,0,Full-time,,Information Technology,0,US,472,3221,True
etc,0,1,1,Full-time,Translation and Localization,Product Management,0,etc,331,2147,True
etc,0,1,1,,,,0,US,1447,611,False
etc,0,1,1,Full-time,,,0,US,870,3451,True
etc,0,1,0,Full-time,Information Technology and Services,Management,0,DE,134,1644,True
etc,0,1,0,Full-time,Internet,,0,etc,325,465,True
etc,0,0,0,Full-time,Information Technology and Services,,0,US,0,798,True
etc,0,1,1,Other,Hospital & Health Care,Other,0,GB,361,1215,True
etc,0,1,0,Full-time,Education Management,Finance,0,US,774,2376,True
etc,0,1,0,Full-time,Insurance,Consulting,0,US,236,119,True
etc,0,1,0,,,,0,US,866,540,False
etc,0,0,0,Full-time,Information Technology and Services,,0,US,228,775,False
etc,0,1,1,,,,0,etc,349,1069,False
etc,0,1,1,Full-time,Financial Services,Science,0,GB,694,1097,True
etc,0,1,0,Full-time,Financial Services,Accounting/Auditing,0,US,1344,615,True
etc,0,0,0,Full-time,,,0,US,228,862,False
etc,0,1,0,Full-time,,,0,GR,2130,518,False
etc,0,1,0,Full-time,Consumer Electronics,,0,US,532,1712,True
etc,0,1,0,Part-time,Consumer Services,Administrative,0,US,684,1220,True
etc,0,1,0,Full-time,Design,Strategy/Planning,0,US,627,2606,False
etc,0,1,1,Full-time,,,0,US,1376,1027,False
etc,0,0,0,Full-time,Information Technology and Services,,0,US,228,2667,False
etc,0,1,1,Full-time,Food Production,,0,US,604,1151,True
etc,0,1,1,Full-time,Consumer Goods,Product Management,0,US,1441,1055,True
IT,0,1,1,Full-time,Airlines/Aviation,Information Technology,0,etc,554,755,True
etc,0,1,0,Full-time,Entertainment,Quality Assurance,0,US,902,343,True
etc,1,1,0,Full-time,Computer & Network Security,,0,etc,1362,1031,False
etc,0,1,0,Full-time,,,0,CA,592,410,True
etc,0,1,1,Full-time,Computer Networking,,0,US,702,1396,True
etc,0,1,1,Full-time,Hospital & Health Care,Administrative,0,US,175,1269,True
etc,0,1,1,Full-time,Education Management,Training,0,GB,559,2046,True
etc,0,1,1,Full-time,Financial Services,Sales,0,AU,610,927,False
Development,0,1,0,,,,0,etc,1557,947,False
etc,0,0,0,Full-time,,,0,US,228,1644,False
etc,0,1,1,Part-time,Facilities Services,,0,US,711,1232,True
etc,0,1,0,Full-time,Information Technology and Services,Design,0,US,1073,697,True
etc,0,1,0,Full-time,Information Technology and Services,,0,NZ,1970,1174,True
etc,0,1,1,,Hospital & Health Care,,0,US,532,1909,False
etc,0,1,0,Full-time,Consumer Services,Other,0,US,622,1318,True
etc,0,1,1,Full-time,Logistics and Supply Chain,,0,GB,829,722,True
etc,0,1,0,Full-time,Electrical/Electronic Manufacturing,Engineering,0,AE,781,1294,True
Engineering,0,0,1,Full-time,Logistics and Supply Chain,Engineering,0,US,0,1472,True
etc,0,1,0,,,,0,US,879,1437,False
etc,0,1,1,Full-time,Nonprofit Organization Management,Customer Service,0,US,717,2284,True
Design,0,1,0,Full-time,Entertainment,Design,0,CA,592,712,True
etc,0,1,0,Full-time,Internet,Purchasing,0,etc,505,928,True
etc,0,1,0,Full-time,Computer Software,Administrative,0,DE,975,2224,True
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,US,472,2174,True
etc,0,1,0,,,,0,US,0,1746,False
etc,0,1,1,Full-time,Hospital & Health Care,Finance,0,US,200,2801,True
etc,0,1,0,Full-time,Computer Hardware,Engineering,0,US,532,1599,True
etc,0,1,1,Full-time,Computer Software,,0,US,89,564,False
Sales,0,1,0,Full-time,,Sales,0,GB,560,1116,False
etc,1,1,1,,Fishery,Science,0,US,1318,2046,False
etc,0,0,0,Contract,,,0,US,0,89,False
etc,0,1,1,Full-time,Public Policy,Consulting,0,US,406,1985,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,1018,840,True
Marketing,1,1,1,Contract,Writing and Editing,Writing/Editing,0,US,842,2508,False
etc,0,0,0,Full-time,Consumer Electronics,Sales,0,GR,0,810,True
Engineering,0,1,1,Full-time,,Engineering,0,etc,2362,1229,True
etc,1,0,1,Full-time,Internet,Information Technology,0,US,0,619,True
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,1323,1991,True
etc,1,0,0,Full-time,Information Technology and Services,Project Management,0,US,0,255,True
etc,0,1,0,Full-time,Computer & Network Security,Information Technology,0,US,320,1346,True
etc,0,1,1,Other,,Marketing,0,IL,511,1281,False
etc,0,1,1,Contract,Retail,Business Analyst,0,GB,553,1070,True
etc,0,0,0,Part-time,,,1,AU,0,231,False
Design,0,1,0,Full-time,Computer Software,,0,GB,438,752,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,888,910,True
etc,0,1,0,Part-time,Marketing and Advertising,,0,US,778,1456,False
etc,0,1,0,Full-time,Real Estate,,0,US,70,837,False
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,0,etc,2362,829,True
etc,0,1,0,,,,0,US,454,597,False
etc,0,0,0,Full-time,,,0,US,228,1000,False
etc,0,1,0,,,,0,US,574,925,False
etc,0,1,1,Other,Hospital & Health Care,Other,0,GB,361,1226,True
etc,1,1,0,Full-time,Computer & Network Security,Engineering,0,US,1362,652,False
etc,0,0,0,Temporary,Electrical/Electronic Manufacturing,Customer Service,0,US,0,1614,True
etc,0,0,0,Full-time,"Health, Wellness and Fitness",Health Care Provider,0,US,250,4352,True
etc,0,1,0,Contract,Internet,Consulting,0,GB,873,1817,True
etc,0,1,0,Full-time,Consumer Services,Customer Service,0,GB,607,871,True
etc,0,1,0,Full-time,Information Technology and Services,,0,US,897,835,False
etc,0,1,0,,,,0,GR,781,1224,False
etc,0,1,0,Full-time,,,0,US,421,1839,True
etc,0,1,0,Full-time,Airlines/Aviation,,0,GB,1419,2272,True
Sales,0,1,0,Full-time,Information Technology and Services,Sales,0,US,666,4915,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,US,1050,562,True
etc,0,1,0,Full-time,Consumer Electronics,Engineering,0,US,657,801,True
etc,0,1,1,,Hospital & Health Care,,0,GB,695,1095,False
etc,0,1,1,Full-time,Computer Software,Research,0,US,229,1411,True
Marketing,0,1,0,Full-time,Marketing and Advertising,Marketing,0,GB,898,2470,False
etc,0,1,1,Other,Hospital & Health Care,,0,GB,361,1225,False
etc,0,1,1,Full-time,Information Technology and Services,Administrative,0,etc,505,1323,True
etc,0,0,0,Full-time,Information Technology and Services,,0,US,228,723,False
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,NZ,928,894,True
etc,0,1,0,,,,0,US,879,931,False
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,GB,625,907,True
etc,0,0,0,Full-time,Market Research,,0,US,228,702,False
etc,0,0,1,Full-time,Business Supplies and Equipment,Management,0,US,0,4246,True
Product,0,1,0,Temporary,Computer Software,,0,US,747,1168,True
Technology,0,1,0,Full-time,Marketing and Advertising,Engineering,0,GB,2419,647,True
etc,0,0,0,,,,0,US,0,833,False
etc,0,1,0,Full-time,Oil & Energy,Engineering,1,US,415,4646,False
etc,0,0,0,Full-time,,,0,US,228,716,False
etc,0,0,0,Full-time,,,0,US,228,932,False
etc,0,1,1,Other,,,0,etc,433,881,False
Product,0,1,0,Full-time,Information Technology and Services,Production,0,GB,447,2644,True
etc,0,1,0,Full-time,Logistics and Supply Chain,Product Management,0,US,1229,634,True
etc,0,0,0,Full-time,,,0,US,228,926,False
etc,0,1,1,Full-time,Oil & Energy,,0,US,879,1119,True
IT,0,1,0,Full-time,Information Technology and Services,,0,etc,1050,1973,True
etc,0,1,1,Full-time,Marketing and Advertising,Other,0,SG,0,1205,True
etc,0,1,1,Full-time,Construction,Production,0,US,2019,1135,True
etc,0,1,0,Full-time,Retail,Sales,0,GB,439,1061,True
etc,0,1,0,Full-time,Information Technology and Services,Customer Service,0,etc,0,218,True
Sales,0,1,1,Full-time,Financial Services,Business Development,0,GB,694,2377,True
etc,0,0,1,Full-time,Marketing and Advertising,Sales,0,US,0,2441,True
etc,0,1,1,,,,0,GB,813,645,False
Engineering,0,1,1,Full-time,Information Technology and Services,Engineering,0,NZ,1230,2144,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,etc,1258,100,True
etc,0,1,0,Part-time,Hospitality,,0,US,829,581,False
etc,0,1,0,,,,0,DE,651,1411,False
etc,0,1,1,Full-time,Medical Practice,Health Care Provider,0,US,1930,3188,True
etc,0,1,1,Full-time,Banking,Customer Service,0,US,651,607,True
etc,0,1,1,Full-time,Marketing and Advertising,Advertising,0,US,649,686,True
IT,0,1,0,Full-time,Computer Software,Management,0,US,1679,1523,True
etc,0,1,0,Part-time,Restaurants,Customer Service,0,US,111,1008,False
etc,0,1,0,Full-time,Internet,Engineering,0,US,1029,1973,True
etc,0,1,1,Full-time,Oil & Energy,Human Resources,0,US,879,2842,True
etc,0,1,1,Full-time,,,0,US,1014,2667,True
etc,0,1,1,Full-time,Aviation & Aerospace,Engineering,0,US,606,1448,True
Service,0,1,0,Full-time,Information Technology and Services,Information Technology,0,GB,1052,1294,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,888,1061,True
etc,0,1,1,Full-time,Hospital & Health Care,Training,0,US,579,3445,True
etc,0,0,0,Full-time,,Business Analyst,0,US,228,802,True
etc,0,1,0,Full-time,Warehousing,Manufacturing,0,US,929,500,True
etc,0,1,1,Full-time,Food & Beverages,Manufacturing,0,US,1808,2286,True
etc,0,1,0,,,,0,etc,1258,299,False
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,NZ,468,980,True
Development,0,1,1,,,,0,etc,310,1089,False
etc,0,1,1,,Information Technology and Services,Management,0,US,1318,1935,True
Engineering,0,1,0,Full-time,Computer Software,Engineering,0,GB,625,832,True
etc,0,1,1,,,,0,US,406,1815,False
etc,0,1,1,,,,0,GB,829,683,True
etc,0,1,0,Full-time,Internet,Accounting/Auditing,0,etc,505,327,True
etc,0,0,1,Other,,,0,US,0,3367,False
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,US,408,1148,True
Engineering,0,1,0,Full-time,Internet,Engineering,0,US,1520,1789,True
Sales,0,1,1,Full-time,Information Technology and Services,Sales,0,etc,549,1632,True
etc,0,1,0,Full-time,Management Consulting,Design,0,US,1402,1854,True
etc,0,1,0,Full-time,,,0,GB,913,1715,False
etc,0,1,1,Full-time,Computer & Network Security,Information Technology,0,GB,406,4175,True
etc,0,1,1,Full-time,,,0,US,727,1107,True
etc,0,1,0,Contract,Information Technology and Services,Information Technology,0,US,888,880,True
etc,0,1,0,Contract,Cosmetics,,0,GB,829,855,False
etc,1,1,0,Part-time,Entertainment,Engineering,0,US,111,546,True
Marketing,0,1,1,Full-time,Computer Software,Marketing,0,US,1708,2402,True
etc,0,0,0,Full-time,"Health, Wellness and Fitness",Health Care Provider,0,US,250,981,True
etc,0,1,1,Full-time,,,0,DE,134,767,False
Engineering,0,1,0,Full-time,Entertainment,Engineering,0,US,902,139,True
etc,0,0,1,Full-time,Internet,Information Technology,0,CA,0,496,True
etc,0,0,0,,,,0,US,0,11515,False
IT,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,2065,2167,True
etc,0,1,1,Full-time,,Information Technology,0,US,630,353,True
etc,0,1,1,Full-time,Food & Beverages,Marketing,0,US,793,2101,True
etc,0,0,0,Full-time,Information Technology and Services,,0,US,228,123,False
IT,0,1,1,,,,0,US,1913,200,False
etc,0,1,0,Contract,,Information Technology,0,GB,0,3058,True
etc,0,1,1,Full-time,Information Technology and Services,Sales,0,AU,755,1627,True
etc,0,1,1,,,,0,GB,829,684,True
etc,0,1,0,Full-time,Information Technology and Services,Management,0,DE,134,1644,True
etc,0,1,1,Full-time,Online Media,Administrative,0,AU,1005,725,True
etc,0,1,0,Full-time,,,0,GB,82,3919,True
etc,0,1,0,Full-time,E-Learning,Art/Creative,0,GR,708,984,True
etc,0,1,0,,,,0,GB,79,755,False
etc,0,1,1,Full-time,Internet,Administrative,0,GR,826,1190,True
Sales,0,1,1,Full-time,Information Technology and Services,Sales,0,CA,1708,1301,True
etc,0,1,1,Part-time,E-Learning,Education,0,GB,1364,536,True
etc,0,1,1,Full-time,Internet,Information Technology,0,US,1277,1479,True
etc,0,1,0,Full-time,Human Resources,Human Resources,0,etc,781,918,True
etc,0,1,0,Full-time,Management Consulting,Purchasing,0,US,1229,687,True
etc,0,0,0,Full-time,,,0,US,228,947,False
Marketing,0,1,0,Full-time,Internet,Marketing,0,US,566,1701,True
etc,0,1,1,Full-time,Furniture,Customer Service,0,AU,616,799,False
Development,0,1,1,,,,0,GB,463,880,False
etc,0,1,0,Full-time,Computer Software,Consulting,0,US,377,1788,True
etc,0,1,0,Full-time,Information Technology and Services,Information Technology,0,GB,439,1671,True
etc,0,1,0,,,,0,US,702,647,False
etc,0,1,1,,,,0,US,0,1127,False
etc,0,1,0,,,,0,etc,1394,577,False
etc,0,0,0,Full-time,Information Technology and Services,,0,US,0,2405,True
etc,0,1,1,Full-time,Printing,Production,0,US,1460,387,True
IT,0,1,0,Full-time,Information Technology and Services,Information Technology,0,US,470,2345,True
Development,0,1,0,,,,0,GR,321,1466,False
etc,0,1,1,Full-time,Marketing and Advertising,Sales,0,US,1628,1773,True
etc,0,0,0,Full-time,,,0,US,536,2156,False
etc,0,1,1,Full-time,Computer Software,Information Technology,0,US,1050,1428,True
etc,0,0,0,Full-time,Management Consulting,,0,US,228,1698,False
Development,0,1,0,Full-time,Marketing and Advertising,Production,0,SG,1298,1290,False
Operations,0,1,0,Part-time,Events Services,,0,GB,509,1176,False
etc,0,0,0,Full-time,,,0,US,228,666,False
IT,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,2065,2167,True
etc,0,1,0,,,,0,GB,829,709,False
etc,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,0,1133,True
etc,0,0,0,Full-time,,,0,US,228,996,False
etc,0,0,0,Full-time,,,0,US,228,931,False
etc,0,1,1,Full-time,,,0,etc,264,276,False
Marketing,0,1,0,Part-time,Computer Software,Marketing,0,US,996,1183,True
Sales,0,1,0,Full-time,Computer Software,Sales,0,US,1042,549,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,1393,True
etc,0,1,0,Full-time,Automotive,Customer Service,0,GR,788,576,True
etc,0,0,0,Contract,"Health, Wellness and Fitness",Health Care Provider,0,US,250,2328,True
etc,0,1,1,Full-time,Online Media,Marketing,0,DE,600,1338,True
etc,0,1,1,Full-time,Marketing and Advertising,Marketing,0,US,748,2992,True
etc,0,1,0,Full-time,Marketing and Advertising,,0,US,1025,1215,True
etc,0,1,1,Full-time,Insurance,Human Resources,0,US,1049,2475,True
etc,0,1,0,Full-time,Building Materials,Other,0,US,0,1282,True
etc,0,1,0,,,,0,etc,734,166,False
etc,0,1,0,Full-time,,Sales,0,US,897,2137,False
Engineering,0,1,0,Full-time,Computer Software,Information Technology,0,etc,1050,421,True
etc,0,1,0,Full-time,Information Technology and Services,Engineering,0,US,1344,1051,True
etc,0,1,1,Full-time,Civic & Social Organization,Health Care Provider,0,US,746,1520,True
etc,0,1,0,Full-time,Financial Services,,0,US,1025,1444,True
etc,0,1,1,,,,0,US,525,2329,False
etc,0,0,0,Full-time,,,0,US,228,667,False
etc,0,1,0,Full-time,Biotechnology,Finance,0,US,487,1487,True
etc,0,1,0,,,,0,GB,829,696,False
etc,0,1,0,Full-time,Financial Services,Management,0,US,1025,2383,True
Marketing,0,1,1,Full-time,Information Technology and Services,Marketing,0,NZ,1708,1848,False
etc,0,0,0,Full-time,,,0,US,228,801,False
etc,0,1,1,Full-time,,,0,NZ,1970,548,True
Marketing,0,1,1,Full-time,Internet,Marketing,0,GB,1042,1500,True
Marketing,0,1,1,Part-time,Legal Services,Marketing,0,CA,489,954,False
etc,0,1,0,Full-time,Computer Software,Engineering,0,US,779,3605,True
IT,0,1,1,Full-time,Information Technology and Services,Information Technology,0,US,799,1505,True
etc,0,0,1,Full-time,,,0,US,0,1043,True
Product,0,1,0,,,,0,GB,310,1990,False
etc,0,0,0,,Restaurants,,0,US,0,609,False
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,CA,0,351,False
etc,0,1,0,,,,0,GB,829,709,False
etc,0,0,0,Full-time,Information Technology and Services,,0,CA,0,1102,True
etc,0,0,0,Full-time,Information Technology and Services,Information Technology,0,CA,0,1102,False
etc,0,0,0,Full-time,,,0,US,228,1652,False
etc,0,1,0,Full-time,Information Technology and Services,Business Analyst,0,etc,940,1914,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,646,False
etc,0,1,1,Full-time,Insurance,Consulting,0,US,1049,2603,True
etc,0,1,0,Full-time,,,0,US,470,6359,False
etc,0,1,1,,,,0,GB,829,684,True
Marketing,1,1,0,Full-time,Internet,Marketing,0,US,333,819,True
etc,0,1,1,Full-time,Internet,Information Technology,0,DE,134,909,True
etc,0,0,0,Full-time,,,0,US,228,710,False
etc,0,0,0,Full-time,,,0,US,228,1194,False
etc,0,1,1,Part-time,Medical Practice,Health Care Provider,0,US,552,921,True
etc,0,1,0,,,,0,GB,829,705,False
Sales,0,1,0,Full-time,Computer Software,Sales,0,US,614,2137,True
etc,0,0,0,Full-time,,,0,US,228,781,False
etc,0,1,0,,,,0,US,601,3292,False
etc,0,1,0,Full-time,Computer Software,,0,US,590,1716,True
etc,0,0,0,Full-time,Marketing and Advertising,,0,US,228,863,False
etc,0,1,1,Full-time,,,0,US,660,467,False
etc,0,1,1,Full-time,Computer Software,Engineering,0,GR,491,493,True
etc,0,1,1,Full-time,,,0,US,660,458,False
etc,0,1,1,Other,,,0,etc,137,380,False
Engineering,0,1,1,Full-time,,Engineering,0,US,601,1225,True
etc,0,1,0,Full-time,Gambling & Casinos,Engineering,0,GR,336,720,True
etc,0,1,0,Full-time,Internet,Business Development,0,US,495,471,True
etc,0,1,0,Full-time,,,0,etc,472,1080,True
Service,0,1,1,Full-time,Airlines/Aviation,Customer Service,0,etc,554,1320,True
etc,0,1,1,Full-time,Computer Software,Project Management,0,US,267,1458,True
etc,0,1,1,Full-time,Computer Software,Information Technology,0,US,148,1302,True
etc,0,1,0,Full-time,Marketing and Advertising,Information Technology,0,GR,391,983,True
etc,0,0,0,Full-time,,,0,US,228,1424,False
etc,0,1,0,Full-time,Financial Services,,0,US,1025,719,True
etc,0,1,1,,,,0,GR,321,262,False
Marketing,0,1,1,Full-time,Venture Capital & Private Equity,Marketing,0,etc,387,1001,True
Operations,0,1,1,Full-time,Human Resources,Training,0,GB,1042,1449,True
Marketing,0,1,0,Full-time,Marketing and Advertising,Marketing,0,SG,549,1555,True
etc,0,0,0,Full-time,,,0,US,228,1308,False
etc,0,1,1,Full-time,Public Relations and Communications,Public Relations,0,US,1588,623,True
etc,0,0,1,Full-time,Gambling & Casinos,Marketing,0,GR,0,1438,True
